NPS_Grupo;COMENTARIO_NPS;TACTICO;1ERA CAUSA RAIZ
Pasivo;Por el uso que le doy;RELACIONAMIENTO;Atencion a Clientes
Detractor;Muy alto el precio de los abonos ;CONVENIENCIA;Precio
Promotor;me sirve ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Confiabilidad ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Los abonos muy caros ;RELACIONAMIENTO;Facturacion y Pago 
Promotor;Hay lugares con baja senal;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Es bueno y no he tenido inconvenientes;RELACIONAMIENTO;Atencion a Clientes
Detractor;me esta pareciendo caro el servicio, hay conocidos que tienen cable flow e internet, sin celular y pagan la mitad que yo;CONVENIENCIA;Precio
Promotor;Atencion cordial y soluciones rapidas.;RELACIONAMIENTO;Atencion a Clientes
Pasivo;;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Buena atencion ;RELACIONAMIENTO;Atencion a Clientes
Promotor;;RELACIONAMIENTO;Atencion a Clientes
Promotor;Buena;CONVENIENCIA;Packs
Promotor;Hasta ahora buen servicio  !! Y que no aumente tanto ;CONVENIENCIA;Precio
Promotor;Es muy bueno servicio;RELACIONAMIENTO;Atencion a Clientes
Detractor;Dentro de lugares cerrados no tengo senal.... Solamente afuera.... Para poder usar internet debo salir al patio;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;El costo del servicio ..!;CONVENIENCIA;Precio
Promotor;La celeridad en la resolucion de inconvenientes o problemas derivados de la conexion.;RELACIONAMIENTO;Atencion a Clientes
Pasivo;;RELACIONAMIENTO;Atencion a Clientes
Detractor;6;CONVENIENCIA;Packs
Detractor;Mala atencion muy sobervia para tratar;RELACIONAMIENTO;Atencion a Clientes
Pasivo;se podria recomendar a otra persona ya que a mi me resulta bien !!  ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;;CONVENIENCIA;Planes
Pasivo;70 por siento es operativo es mui poco el camvio positovo ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Ya no me es util;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Buen precio final y buena atencion;RELACIONAMIENTO;Atencion a Clientes
Promotor;Buena atencion ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Descuento en el plan y gigas extra;CONVENIENCIA;Beneficios
Promotor;Buena atencion ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Buen precio ;CONVENIENCIA;Planes
Pasivo;Costo;RELACIONAMIENTO;Facturacion y Pago 
Detractor;Tarifa muy caro ;CONVENIENCIA;Precio
Detractor;La buena abtension;RELACIONAMIENTO;Atencion a Clientes
Pasivo;El precio,aun no renovaron las gigas;CONVENIENCIA;Precio
Detractor;Caro excesivamente;CONVENIENCIA;Precio
Promotor;muy bueno;RELACIONAMIENTO;Atencion a Clientes
Promotor;;RELACIONAMIENTO;Atencion a Clientes
Promotor;Excelente ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Muy caro para la cantidad de gb del plan, no me alcanzan y no puedo cambiar a un plan alto desde la app, lo que me obliga a comprar packs. El descuento del 65% no es suficiente y cualquier otra compania parece mejor opcion;CONVENIENCIA;Precio
Pasivo;ultimamente subio el precio mucho ;CONVENIENCIA;Precio
Promotor;No tener inconvenientes para comunicarme con cualquier sitio.;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Salgo de mi casa y no tengo internet ;CONVENIENCIA;Precio
Promotor;Buen servicio y precios competitivos;CONVENIENCIA;Beneficios
Pasivo;buen sertvicio;RELACIONAMIENTO;Atencion a Clientes
Pasivo;lo aumentan todos los meses ;CONVENIENCIA;Promociones
Detractor;Me quedo sin gb rapido y muchas veces se corta el internet y el servicio de cable ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Atienden, ;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Buena red;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Estoy conformees con el plan pero no con el monto a pagar. En otras companias se abona mucho menos por igual servicio;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Por que ya llame un monton de veces para q me apliquen el plan q pactamos y no lo hacen ;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Costo ;CONVENIENCIA;Precio
Promotor;Funviona muu bien;RELACIONAMIENTO;Atencion a Clientes
Promotor;La atencion y predisposicion en general;RELACIONAMIENTO;Atencion a Clientes
Detractor;"el servicio es muy caro; todos los meses aumenta. Estoy evaluando otras opciones";CONVENIENCIA;Precio
Promotor;Z;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Seňal y precio;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;En lo q5va de este mes me he quedado sin linea e internet varias veces ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Mi calificacion, especialmente por la atencion recibida. Muy amable en todo sentido. Impecable atencion.;RELACIONAMIENTO;Atencion a Clientes
Promotor;Excelente atencion;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Lo que rinde;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;claridad en facturas;RELACIONAMIENTO;Atencion a Clientes
Detractor;Mes a mes aumenta la factura ;CONVENIENCIA;Precio
Pasivo;Elevada tarifas;CONVENIENCIA;Precio
Detractor;Mi linea esta en un sistema de administracion viejo desde Febrero de 2024, al dia de hoy por esto tengo muchos problemas cada vez que quiero hacer algun tramite con la liena ni hablar cuando tengo problemas con mis otros servicios de la compania como TV/Cable e Internet.;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Exelente atencion y solucion de problemas al instante;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Eficacia ;RELACIONAMIENTO;Atencion a Clientes
Pasivo;El servicio es bueno, lo tengo desde siempre, nunca cambie de compania. Me da temor suba mucho y no poder pagarlo, pero me dan promociones y asi logro sostenerlo hasta ahora.;CONVENIENCIA;Promociones
Promotor;Siempre he tenido una razonable predisposicion a requerimientos en tema facturacion. ;CONVENIENCIA;Precio
Promotor;Muchos beneficios....;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;;CONVENIENCIA;Precio
Detractor;Pague mi factura y todavia no me solucionan el tramite. Que es muy simple xq pague con los codigos correctos ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;;CONVENIENCIA;Precio
Detractor;Es caro;CONVENIENCIA;Precio
Detractor;Nunca tengo un monto fijo , siempre te aumenta se 4 mil pesos para arriba todos los meses;CONVENIENCIA;Precio
Pasivo;Deberia ser mas economico;CONVENIENCIA;Packs
Pasivo;Buena promocion;RELACIONAMIENTO;Atencion a Clientes
Pasivo;esta muy caro el abono mensual;CONVENIENCIA;Precio
Promotor;Excelente servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Algunos errores de facturacion ;RELACIONAMIENTO;Facturacion y Pago 
Detractor;Pesimo servicio, internet horrible, cansada de reclamar;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;;RELACIONAMIENTO;Atencion a Clientes
Promotor;excelente atencion;RELACIONAMIENTO;Atencion a Clientes
Promotor;Buena atencion rapida y amable. ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Dificultades con la senal;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;precio sube constantemente;RELACIONAMIENTO;Facturacion y Pago 
Detractor;Suben los precios no acorde con la inflacion;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Muy caro;RELACIONAMIENTO;Atencion a Clientes
Detractor;Tienen  precios muy caros y tienen incrementos abusivos.;CONVENIENCIA;Precio
Detractor;"La competencia, por ejemplo ""Claro"" tiene mejores planes mas economicos";CONVENIENCIA;Precio
Promotor;Excelente atencion ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Jamas me quedo sin senal en ningun lugar;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;servicios sin cortes, y precio;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Precio del abono ;CONVENIENCIA;Precio
Promotor;Prestaciones confiables;RELACIONAMIENTO;Atencion a Clientes
Detractor;;RELACIONAMIENTO;Atencion a Clientes
Detractor;el precio;CONVENIENCIA;Precio
Detractor;caro comparando con otros;CONVENIENCIA;Precio
Promotor;Funciona bien;CONVENIENCIA;Promociones
Promotor;;RELACIONAMIENTO;Atencion a Clientes
Detractor;Me aumentan todos los meses ya casi no puedo pagar hace mucho q estoy y tengo varios servicios ni un beneficio ;CONVENIENCIA;Precio
Detractor;Aumenta todos los meses;CONVENIENCIA;Precio
Detractor;Cobran mucho y no anda;CONVENIENCIA;Planes
Pasivo;muy alto el costo, estoy analizando cambiarme de plan o de empresa;CONVENIENCIA;Precio
Detractor;Aumentos excesivos;CONVENIENCIA;Precio
Promotor;Excelente servicio ;CONVENIENCIA;Precio
Pasivo;;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;La conformidad de la atencion al cliente y demas...;CONVENIENCIA;Precio
Pasivo;La cobertura dentro del pais no es buena, hay mucho espacio de mejora.;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;solucion rapida;RELACIONAMIENTO;Atencion a Clientes
Promotor;Buena;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;muy caro y pocos gigas;CONVENIENCIA;Precio
Detractor;El internet es pesimo ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;rapidez;RELACIONAMIENTO;Atencion a Clientes
Promotor;Conexion Estable y agil;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Precio/calidad;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;muy buen servicio;RELACIONAMIENTO;Atencion a Clientes
Promotor;Porque siempre puedo estar conectada.;CONVENIENCIA;Precio
Pasivo;Es un buen Servicio;RELACIONAMIENTO;Atencion a Clientes
Detractor;Estoy teniendo varios inconvenientes con un equipo que compre en personal y la falta de compromiso con un cliente de anos.;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;conservan el plan elegido meses atras;RELACIONAMIENTO;Atencion a Clientes
Promotor;la pronta solucion brindad y calida atencion;RELACIONAMIENTO;Atencion a Clientes
Promotor;Por el servicio;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;relacion eficiencia de servicio - monto de factura;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Todavia hay cosas siempre para mejorar ;CONVENIENCIA;Planes
Detractor;no resuelven la consulta, se vencio una promocion y no la renuevan generando mayores costos al cliente y sin retener a un cliente con muchos anos de antiguedad;CONVENIENCIA;Promociones
Detractor;Excesivamente caro;CONVENIENCIA;Precio
Pasivo;que a veces tengo que estar llamando por se vuelan los costos del telefono y no avisan ;CONVENIENCIA;Precio
Pasivo;Bien con wl servicio;CONVENIENCIA;Precio
Promotor;Excelente gestion DE LA PERSONA QIE ME ATENDIo. ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Muy caro;CONVENIENCIA;Precio
Pasivo;Comodidad ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Tengo problemas recurrentes con la velocidad de internet;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;regular servicio / mal precio calidad;CONVENIENCIA;Precio
Pasivo;los planes de descuento;CONVENIENCIA;Precio
Promotor;por el momento funciona bien;CONVENIENCIA;Precio
Detractor;Malisimo, tienen diversidad de planes de acuerdo al cliente ;RELACIONAMIENTO;Facturacion y Pago 
Promotor;Excelente atencion ;CONVENIENCIA;Promociones
Promotor;Buena atencion;CONVENIENCIA;Precio
Promotor;excelente atencion;RELACIONAMIENTO;Atencion a Clientes
Detractor;Por que te hacen descuento. Pero se atajan de que puede haber modificaciones y hoy en dia la inflacion esta estable y aumentan  y no es logico ;CONVENIENCIA;Promociones
Pasivo;Que aun siendo el servicio bastante bueno, es caro comparado con otras companias;CONVENIENCIA;Precio
Promotor;Por que recien estoy hace poco con personal y por ahora esta todo bien ;RELACIONAMIENTO;Atencion a Clientes
Detractor;El costo elevado de mi factura.....temo que pueda llegar el momento de no poder pagar algun dia ;CONVENIENCIA;Precio
Detractor;es alto el costo de la factura por mes;CONVENIENCIA;Precio
Pasivo;Buen servicio y precio.;CONVENIENCIA;Precio
Promotor;Me atendio el operador y pudimos solucionar, muy amable ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Conforme con el servicio;RELACIONAMIENTO;Atencion a Clientes
Detractor;Aumento desmedido;CONVENIENCIA;Precio
Promotor;si bien ultimamente me resulta un poco cara, es una compania que en la mayoria de los lugares donde estuve siempre tuve senal, antes me ofrecia mas promociones, lo que nunca logre es que valoraran la cantidad de anos que tengo el mismo numero de telefono ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;La mayoria de mi familia y amistades tienen el servicio de personal;CONVENIENCIA;Precio
Pasivo;Servicio;RELACIONAMIENTO;Atencion a Clientes
Detractor;bajo la calidad del servicio y excesivamente costoso;CONVENIENCIA;Precio
Promotor;amabilidad, rapidez, resolucion;RELACIONAMIENTO;Atencion a Clientes
Promotor;Buen servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;precios elevados con buena conectividad;CONVENIENCIA;Precio
Detractor;No funciona pata nada. ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Relacion precio - servicio, atencion al cliente, resolucion de problemas ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Es bueno el servicio y sobre todo la srnal;CONVENIENCIA;Promociones
Promotor;Muy buen servicio y facilidad de contacto;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Me parece correcto precio servicio;CONVENIENCIA;Promociones
Promotor;;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Mala atencion en la compra y problemas en la resolucion de problemas;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Sin inconvenientes;RELACIONAMIENTO;Atencion a Clientes
Pasivo;precios altos;CONVENIENCIA;Precio
Detractor;No se puede pagar con tarjeta de credito y ya hice la gestion y nada ;RELACIONAMIENTO;Facturacion y Pago 
Detractor;sin videollamadas ni llamadas.. ni wsp en mi dpto .. con wifi .. ni estando parada al lado;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Se cortan las llamadad;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Muy caro;CONVENIENCIA;Precio
Pasivo;Estoy congorme;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;hace mas de 1 ano que estoy tratando de resolver el problema de poder visualizar mi otra linea telefonica y no lo logro a pesar de haber ido en reiteradas ocasiones a la oficina y por via telefonica para solucionarlo porque no aparece en internet ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Caro ;CONVENIENCIA;Precio
Promotor;Estoy muy conforme con lo que tengo;RELACIONAMIENTO;Atencion a Clientes
Detractor;Mana calidad delnservicio;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;El buen servicio;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;el precio;CONVENIENCIA;Precio
Promotor;El buen servicio;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Es caro ;CONVENIENCIA;Precio
Promotor;Muy accesible;CONVENIENCIA;Precio
Pasivo;La cordialidad y sencilles de la persona q me atendio ;CONVENIENCIA;Promociones
Detractor;Relacion precio/calidad ;CONVENIENCIA;Planes
Pasivo;El servicio es Muy bueno pero los precios sin los descuentos son muy caros;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Es un servicio caro.;CONVENIENCIA;Precio
Detractor;el aparato y la antena se suelen desconectar y para personal;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;servicio caro, funcionamiento estandar;CONVENIENCIA;Precio
Detractor;Porque no solucionan nad;CONVENIENCIA;Precio
Promotor;;CONVENIENCIA;Precio
Detractor;No sobresale frente a la competencia, simple;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Aumenta de precio siempre;CONVENIENCIA;Precio
Pasivo;Los abonos son muy caros ;CONVENIENCIA;Promociones
Detractor;Te ofrecen promociones que nunca impactan al siguiente mes y tenes q estar todos.los meses llamando;CONVENIENCIA;Beneficios
Promotor;Excelente atencion y servicio ;CONVENIENCIA;Promociones
Pasivo;Buen servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Muy ALTO EL ABONO;CONVENIENCIA;Precio
Promotor;Excelente atencion ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Solo por precios ;CONVENIENCIA;Precio
Promotor;....;CONVENIENCIA;Precio
Promotor;;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Es caro;CONVENIENCIA;Packs
Pasivo;Buen servicio ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Alto costo y mal servicio;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Quiero pasarme a prepago;CONVENIENCIA;Promociones
Detractor;Voy a cambiarme de compania muy caro esta el abono;CONVENIENCIA;Planes
Detractor;He contestado la encuesta el 14-11-2024 Cristian me atendio muy bien el 12-11-2024 Lo demas lo deje aclarado por escrito. Hoy no me comunique con Personal.  Atte. ;CONVENIENCIA;Precio
Promotor;Excelente atencion ;CONVENIENCIA;Beneficios
Promotor;;CONVENIENCIA;Precio
Pasivo;Estoy conforme con el servicio, pero me resulta caro para miz ingresos;CONVENIENCIA;Precio
Promotor;A veces no tengo buena senal y los precios tendrian que ser mas accesibles ;CONVENIENCIA;Precio
Detractor;Es muy cara, cobertura limitada en ciertas zonas;CONVENIENCIA;Precio
Pasivo;Precio;CONVENIENCIA;Precio
Pasivo;"No siempre las comunicaciones se hacen inmediatamente. Otra; quiten ese msj previo a cada llamada x favor ";CONVENIENCIA;Planes
Pasivo;aumento mensual injustificado y servicio cada vez peor;CONVENIENCIA;Precio
Promotor;De todas es la mejor👌;RELACIONAMIENTO;Atencion a Clientes
Detractor;No tengo motivos ;RELACIONAMIENTO;Facturacion y Pago 
Detractor;Todo.muy caro, es mas proximamente voy a hacer  el pase a otra empresa ;CONVENIENCIA;Precio
Promotor;Muy claro todo el unico inconveniente es q no puedo comprar un celular en contra factura ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Aumentaron mas del 400 % en lo que va del ano y el servicio es igual algunos dias y muy malo casi siempre ;SERVICIO;La calidad y funcionamiento del Servicio
